net,length_um
clknet_6_50_0_clk,339.25µm
net611,339.15µm
net550,339µm
net1472,339µm
_10283_,338.95µm
_10275_,338.85µm
net801,338.85µm
_09911_,338.76µm
_10946_,338.55µm
net925,338.49µm
net1365,338.44µm
_06655_,338.39µm
_04326_,338.34µm
_06522_,338.29µm
net1554,338.29µm
net876,338.08µm
net712,337.37µm
_11167_,337.32µm
_06623_,337.27µm
_09026_,337.19µm
clknet_6_56_0_clk,336.96µm
_09887_,336.95µm
_06078_,336.71µm
rx_data\[5\],336.66µm
_04054_,336.56µm
net261,336.4µm
net244,336.15µm
net1367,336.15µm
net213,335.79µm
net1463,335.18µm
_07738_,335.14µm
net216,335.03µm
net162,334.67µm
net1738,334.57µm
net1368,334.01µm
clknet_6_45_0_clk,333.96µm
_06218_,333.69µm
net1036,333.65µm
net1493,333.55µm
net817,333.4µm
net1433,333.14µm
net821,333.04µm
net1492,332.84µm
_06069_,332.79µm
net1772,332.38µm
net984,332.18µm
net732,331.67µm
_05271_,331.46µm
_05166_,331.29µm
_11278_,330.97µm
net932,330.7µm
net815,330.6µm
net1455,330.14µm
_09092_,329.78µm
net937,329.48µm
net1631,329.43µm
net1693,329.38µm
_10745_,329.33µm
net187,329.05µm
_10089_,328.27µm
_08795_,328.21µm
_07573_,327.75µm
_08167_,327.75µm
_10492_,327.34µm
net1413,327.34µm
net1733,327.34µm
_09997_,327.29µm
_10173_,327.29µm
_10489_,327.29µm
net1006,326.78µm
net914,326.12µm
net715,325.97µm
clknet_6_32_0_clk,325.61µm
_06095_,325.46µm
_05915_,325.05µm
net1722,325µm
_10306_,324.85µm
_06264_,324.8µm
_10286_,324.73µm
_05732_,324.63µm
net1660,324.59µm
_06555_,324.44µm
_04189_,323.85µm
_07437_,323.78µm
net834,323.73µm
net1614,323.52µm
_10522_,323.27µm
net1612,323.27µm
_07266_,322.2µm
_10616_,322.1µm
net1784,321.94µm
_11361_,321.79µm
clknet_6_41_0_clk,321.64µm
pp_inst.core_inst.eoi_q,321.59µm
net1700,321.51µm
_09621_,321.27µm
_11766_,321.16µm
_06844_,321.03µm
net158,321.03µm
_03606_,320.37µm
_05086_,320.26µm
net1000,320.01µm
net1728,319.96µm
net1044,319.35µm
net930,318.94µm
_11263_,318.84µm
_11131_,318.79µm
net1556,317.92µm
net1810,317.82µm
_11349_,317.53µm
net1635,317.37µm
net104,317.31µm
_10317_,317.26µm
_11210_,316.58µm
net997,316.04µm
net1466,316.04µm
net521,315.71µm
net1449,315.48µm
net1364,315.43µm
net1424,315.12µm
_10124_,314.72µm
net771,314.31µm
net1837,314.1µm
net1727,314µm
clknet_6_25_0_clk,313.85µm
clknet_6_62_0_clk,313.44µm
net920,313.24µm
net1681,313.19µm
net1517,312.12µm
net1047,311.92µm
net1438,311.81µm
net1747,311.66µm
_10015_,311.43µm
clknet_6_57_0_clk,311.1µm
net954,311.05µm
net1659,311µm
_09645_,310.9µm
_01801_,310.8µm
net602,310.59µm
net1057,310.32µm
_06008_,309.79µm
net1665,309.37µm
net1359,308.81µm
net1282,308.76µm
_03741_,308.71µm
net1652,308.71µm
_10929_,308.32µm
_05336_,308.25µm
net734,308.2µm
_05951_,307.92µm
net1651,307.89µm
net1310,307.49µm
_10845_,307.44µm
_10192_,306.75µm
net1289,306.62µm
_10813_,306.04µm
net1736,306.01µm
net790,305.99µm
net529,305.91µm
net1615,305.5µm
key\[25\],305.35µm
net696,305.35µm
net1552,305.35µm
_10063_,305.3µm
net1398,305.09µm
net633,304.84µm
net1566,304.28µm
net1702,304.18µm
net1737,304.18µm
_05525_,304.13µm
_10368_,304.13µm
net1391,303.77µm
clknet_6_38_0_clk,303.69µm
net1468,303.67µm
net1363,303.54µm
_09868_,303.06µm
_11530_,302.79µm
net1701,302.75µm
net1602,302.65µm
_05193_,302.6µm
_10897_,301.94µm
_05323_,301.84µm
net803,301.53µm
_10766_,301.38µm
clknet_6_63_0_clk,301.07µm
_11772_,300.59µm
net251,300.36µm
net288,300.26µm
net627,300µm
net686,299.75µm
net779,299.62µm
pp_inst.rd_ptr\[5\],299.39µm
net1465,299.29µm
net836,299.19µm
net1740,298.68µm
clknet_6_15_0_clk,298.63µm
_08068_,298.07µm
pp_inst.core_inst.key_q\[96\],297.41µm
net1619,297.2µm
net296,297.1µm
net32,297µm
_06245_,296.85µm
_12289_,296.8µm
net1392,296.39µm
_04964_,295.98µm
net1029,295.98µm
net1443,295.93µm
_06182_,295.88µm
net687,295.47µm
net1743,295.32µm
net1393,295.22µm
_05501_,295.01µm
net99,294.71µm
_04232_,294.56µm
net1730,293.88µm
_10484_,293.86µm
clknet_6_43_0_clk,293.63µm
_05245_,292.76µm
net54,292.37µm
net717,292.06µm
net1403,291.96µm
net1744,291.81µm
net530,291.3µm
_05207_,290.79µm
net898,290.76µm
_05906_,290.43µm
_09896_,290.33µm
net1469,290.33µm
net967,290.18µm
_12170_,290µm
net523,289.97µm
clknet_6_34_0_clk,289.46µm
net1021,289.31µm
key\[14\],289.16µm
_09342_,289.11µm
_04550_,288.94µm
clknet_6_26_0_clk,288.65µm
net961,288.55µm
net1242,287.94µm
_08663_,287.89µm
net805,287.53µm
clknet_6_24_0_clk,287.48µm
net1411,287.38µm
clknet_6_9_0_clk,287.17µm
clknet_6_60_0_clk,287.12µm
net763,286.56µm
_06033_,286.53µm
net50,286.31µm
net645,286.31µm
clknet_6_55_0_clk,285.9µm
_04052_,285.7µm
net1871,285.39µm
_10121_,285.24µm
net1456,285.24µm
net1378,285.19µm
net1850,285.19µm
clknet_6_46_0_clk,284.73µm
clknet_6_44_0_clk,284.27µm
_06833_,284.12µm
_10710_,284.07µm
_10671_,283.97µm
clknet_6_54_0_clk,283.25µm
_10663_,283µm
net813,283µm
clknet_6_59_0_clk,283µm
_04909_,282.9µm
net423,282.89µm
net566,282.85µm
net1386,282.64µm
_10430_,282.44µm
net1279,281.83µm
_10240_,281.78µm
_10442_,281.06µm
net190,280.35µm
net747,280.25µm
_05221_,279.49µm
net820,279.05µm
net1863,278.77µm
_10572_,278.74µm
key\[1\],278.47µm
_08332_,278.42µm
net325,278.37µm
net692,278.24µm
_10563_,278.23µm
_09610_,278.01µm
_11341_,277.72µm
_10016_,277.45µm
net829,276.94µm
net1775,276.89µm
_05368_,276.79µm
net1491,276.79µm
_05887_,276.69µm
pp_inst.core_inst.reg_fsm_i.data_q\[7\],276.33µm
net1383,276.23µm
net1056,276.18µm
_03967_,275.67µm
_11097_,275.01µm
net1848,274.65µm
_05990_,274.63µm
net992,274.63µm
_04187_,273.94µm
net1018,273.6µm
clknet_6_53_0_clk,273.58µm
net1832,273.53µm
net1861,273.53µm
_04972_,272.87µm
net1633,272.36µm
net169,272.31µm
net1528,272.31µm
net1794,272µm
_04414_,271.78µm
_11000_,271.75µm
net10,271.75µm
_09515_,271.34µm
net1009,271.19µm
_06580_,271.14µm
_09162_,271.09µm
net1,271.04µm
clknet_6_51_0_clk,270.83µm
_06425_,270.63µm
_10847_,270.53µm
_08930_,270.34µm
net1444,270.32µm
net1834,270.27µm
_05765_,269.72µm
net859,269.71µm
net738,269.66µm
net80,269.61µm
_11273_,269.56µm
net145,269.46µm
_06421_,269µm
net384,268.95µm
clknet_6_13_0_clk,268.54µm
net148,268.49µm
_11154_,268.39µm
_10826_,268.29µm
_10381_,268.27µm
net1626,268.13µm
_06569_,267.98µm
net1031,267.93µm
net1475,267.93µm
_06482_,267.78µm
net1032,267.47µm
_10530_,267.27µm
_07402_,267.22µm
net1425,267.22µm
net766,266.66µm
_04913_,266.2µm
net721,266.02µm
_10574_,265.64µm
net82,265.64µm
_05447_,265.62µm
_07504_,265.59µm
_02028_,265.54µm
_05619_,265.54µm
net1780,265.33µm
net1052,265.18µm
net1746,265.13µm
_09638_,264.62µm
net1622,264.21µm
net1601,264.2µm
clknet_6_35_0_clk,264.06µm
clknet_6_61_0_clk,264.06µm
net1839,263.91µm
net1374,263.55µm
_06255_,263.35µm
_10733_,263.35µm
pp_inst.core_inst.reg_fsm_i.data_q\[0\],263.3µm
net1678,263.3µm
net1039,263.25µm
_04839_,262.53µm
net58,262.53µm
spi_ctrl.word_buf\[12\],262.38µm
net1795,262.28µm
_05560_,262.08µm
net1864,262.07µm
net931,261.77µm
net1774,261.67µm
_07065_,261.57µm
net945,261.36µm
net1657,261.31µm
net1524,261.26µm
net1471,261.21µm
clknet_6_20_0_clk,261.16µm
net873,260.5µm
net1051,260.04µm
net1496,260.04µm
net1507,260.04µm
_10339_,259.99µm
net298,259.99µm
_04881_,259.94µm
net1016,259.53µm
_10189_,259.38µm
_05179_,259.18µm
net1540,258.82µm
net1878,258.21µm
_06551_,257.8µm
_05140_,257.75µm
_11503_,257.7µm
_06209_,257.66µm
net1628,257.29µm
net1618,256.88µm
net1389,256.17µm
clknet_6_28_0_clk,255.05µm
clknet_6_0_0_clk,254.95µm
_09966_,254.68µm
_12145_,254.29µm
_07969_,254.24µm
net1630,253.98µm
net850,253.97µm
_10810_,253.88µm
_11101_,253.83µm
net1506,253.83µm
net205,253.78µm
_05822_,253.42µm
net653,253.32µm
_04987_,252.66µm
_11164_,252.61µm
net287,252.3µm
net299,252.2µm
net1849,252.2µm
_06148_,252.1µm
_10046_,252.1µm
net1549,251.94µm
net694,251.64µm
net1402,251.64µm
net1655,251.54µm
clknet_6_11_0_clk,251.43µm
net1847,251.13µm
_10033_,250.93µm
net1643,250.82µm
clknet_6_27_0_clk,250.77µm
_10039_,250.47µm
clknet_6_18_0_clk,250.01µm
net150,248.48µm
net1559,248.28µm
net1512,247.87µm
_05011_,247.62µm
net1607,247.47µm
net986,247.11µm
clknet_6_3_0_clk,247.11µm
_10378_,247.01µm
net1399,246.65µm
net1494,246.55µm
clknet_6_10_0_clk,246.55µm
_09601_,246.04µm
_05699_,245.89µm
_05960_,245.84µm
net1724,245.58µm
net1565,245.53µm
clknet_6_52_0_clk,245.48µm
net1597,245.38µm
net592,245.02µm
_06498_,244.82µm
net1037,244.41µm
_05754_,244.34µm
_06721_,244.14µm
_10308_,243.94µm
_03702_,243.75µm
_09967_,243.7µm
_08729_,243.6µm
net1054,243.24µm
net1639,243.14µm
net1802,243.09µm
net227,242.73µm
bdi\[24\],242.58µm
net900,242.12µm
net1041,242.12µm
net1805,241.56µm
_06614_,241.37µm
net487,241.05µm
net1674,241.05µm
_05841_,241µm
pp_inst.core_inst.reg_fsm_i.data_q\[6\],240.49µm
_06227_,240.29µm
_09555_,239.98µm
_08861_,239.89µm
net1687,239.83µm
net1735,239.83µm
_05232_,239.73µm
key\[16\],239.73µm
_04992_,239.68µm
_03470_,239.32µm
bdi_type\[1\],239.27µm
net685,239.22µm
net1792,239.18µm
net1860,239.17µm
_05924_,238.81µm
net1668,238.71µm
_06801_,238.57µm
_06584_,238.56µm
net428,238.3µm
_11321_,238.2µm
net184,238.2µm
_07870_,238.17µm
net1670,237.59µm
_11079_,237.13µm
net1280,237.13µm
_11147_,237.08µm
net375,237.08µm
net1025,237.08µm
_07027_,236.98µm
net736,236.77µm
net683,236.72µm
pp_inst.core_inst.asconp_i.x3\[55\],236.57µm
_06609_,236.47µm
_05499_,236.42µm
_10017_,236.42µm
pp_inst.rd_ptr\[4\],236.37µm
_10365_,236.13µm
net52,235.91µm
net332,235.91µm
net1751,235.91µm
net520,235.83µm
_11120_,235.5µm
net979,235.5µm
_06375_,235.35µm
_10133_,235.2µm
net416,234.84µm
net301,234.38µm
net1397,234.38µm
_09595_,234.1µm
clknet_6_6_0_clk,233.87µm
_10433_,233.77µm
net1853,233.77µm
_05589_,233.67µm
_10579_,233.67µm
_07233_,233.57µm
_11458_,233.57µm
_05233_,232.96µm
net761,232.96µm
net1505,232.7µm
net1859,232.7µm
_10788_,232.55µm
net674,231.99µm
_04008_,231.84µm
_04319_,231.84µm
net1605,231.63µm
net1034,231.07µm
_06688_,230.92µm
_05322_,230.77µm
_06379_,230.72µm
_09546_,230.48µm
net1793,230.41µm
net1833,230.41µm
_05718_,230.26µm
_12287_,230.26µm
net1012,229.7µm
_05764_,229.65µm
net1689,229.65µm
net1867,229.39µm
pp_inst.core_inst.reg_fsm_i.data_q\[11\],229.34µm
clknet_6_19_0_clk,229.34µm
_10042_,229.29µm
net1650,229.29µm
net24,229.19µm
_05669_,229.14µm
net1603,229.14µm
clknet_6_16_0_clk,228.88µm
net1808,228.68µm
net1004,228.58µm
net1763,228.27µm
_05180_,228.12µm
_11292_,228.07µm
_06467_,228.02µm
net1783,227.97µm
_11324_,227.64µm
clknet_6_2_0_clk,227.56µm
_06613_,227.41µm
_10413_,227.18µm
_06411_,227µm
_09341_,226.95µm
net517,226.85µm
clknet_6_4_0_clk,226.44µm
net947,226.39µm
_10138_,226.34µm
net1511,225.88µm
_04454_,225.83µm
net1502,225.83µm
_05007_,225.78µm
_05420_,225.78µm
pp_inst.core_inst.key_q\[119\],225.78µm
net1679,225.52µm
net272,225.32µm
_10852_,224.61µm
_09545_,224.15µm
_10932_,223.44µm
net358,223.13µm
_09907_,223.03µm
_10229_,223.03µm
net1049,223.03µm
_05832_,222.98µm
_06452_,222.93µm
_07164_,222.93µm
net1412,222.93µm
net1518,222.88µm
net1035,222.67µm
net1042,222.47µm
net1694,222.42µm
_11053_,222.11µm
net1807,221.91µm
pp_inst.core_inst.reg_fsm_i.data_q\[1\],221.81µm
net1675,221.81µm
_11070_,221.69µm
_09354_,221.6µm
net1829,221.5µm
net66,221.45µm
_08960_,221.25µm
net359,221.04µm
clknet_6_47_0_clk,220.89µm
net1858,220.79µm
net1401,220.38µm
pp_inst.core_inst.reg_fsm_i.data_q\[15\],220.33µm
_07672_,220.23µm
net141,220.23µm
_09926_,219.87µm
net473,219.72µm
pp_inst.core_inst.key_q\[87\],219.62µm
_09675_,219.11µm
_11170_,219.01µm
pp_inst.core_inst.key_q\[57\],218.65µm
_12164_,218.6µm
key\[15\],218.55µm
pp_inst.core_inst.key_q\[89\],218.55µm
_10221_,218.09µm
net532,217.58µm
_10783_,217.33µm
net1731,217.02µm
bdi_type\[0\],216.97µm
_11377_,216.72µm
_09957_,216.44µm
_06594_,216.26µm
net425,216.05µm
net933,215.95µm
_10044_,215.9µm
net1846,215.9µm
pp_inst.core_inst.key_q\[32\],215.8µm
spi_ctrl.word_buf\[21\],215.65µm
net1656,215.24µm
net1673,215.14µm
net1870,214.83µm
_09633_,214.73µm
_09358_,214.63µm
net807,214.17µm
net1658,214.02µm
net1734,213.76µm
_12181_,213.74µm
net1521,213.61µm
net486,213.56µm
clknet_6_12_0_clk,213.51µm
_12163_,213.36µm
_09927_,213.2µm
net1293,213.15µm
net355,213.1µm
pp_inst.core_inst.reg_cnt_i.data_q\[1\],213µm
net122,212.67µm
net392,212.39µm
auth_valid,212.34µm
net348,212.29µm
net1015,211.88µm
net999,211.52µm
clknet_6_42_0_clk,211.37µm
_06913_,210.76µm
key\[10\],210.66µm
_08398_,210.56µm
net1400,210.35µm
_07368_,210.2µm
_11226_,210.15µm
_10759_,210.1µm
net1617,209.74µm
net1809,209.74µm
net1787,209.23µm
clknet_6_5_0_clk,209.13µm
_05629_,208.98µm
net1369,208.52µm
net1855,208.52µm
net1535,208.42µm
net18,208.37µm
net1542,208.11µm
_07606_,208.03µm
net13,207.96µm
net1729,207.91µm
net505,207.6µm
net1745,207.45µm
_09774_,207.4µm
net1664,206.99µm
net1826,206.94µm
net1759,206.79µm
_05421_,206.74µm
_05127_,206.69µm
net1742,206.43µm
net1773,206.28µm
net203,206.23µm
_05167_,206.18µm
_04954_,205.62µm
net1766,205.62µm
_05433_,205.52µm
_10034_,205.06µm
spi_ctrl.state\[6\],205.06µm
_11115_,205.01µm
clknet_6_22_0_clk,205.01µm
_08894_,204.96µm
_10224_,204.96µm
net1529,204.75µm
net1661,204.6µm
net701,204.55µm
pp_inst.core_inst.key_q\[121\],204.5µm
net1627,204.37µm
net1026,203.99µm
net1040,203.99µm
_03920_,203.94µm
net1053,203.68µm
net1525,203.58µm
_11485_,203.43µm
_11303_,203.38µm
pp_inst.core_inst.asconp_i.x3\[2\],203.02µm
net1676,203.02µm
clknet_6_1_0_clk,203.02µm
_09683_,202.97µm
_09182_,202.92µm
net1548,202.92µm
key\[3\],202.87µm
pp_inst.core_inst.fin,202.87µm
_10965_,202.82µm
_06453_,202.81µm
_10395_,202.77µm
_10613_,202.72µm
clknet_6_40_0_clk,202.36µm
clknet_6_49_0_clk,202.36µm
_11249_,202.26µm
_10184_,202.16µm
net1851,201.9µm
_09634_,201.7µm
net993,201.65µm
net994,201.34µm
net950,201.24µm
_07129_,200.82µm
_09870_,200.59µm
_07096_,200.58µm
net1294,200.22µm
_03387_,200.02µm
_05101_,200.02µm
_08630_,200.02µm
net1010,199.71µm
net1366,199.51µm
pp_inst.core_inst.asconp_i.x3\[23\],199.4µm
_09646_,199.33µm
net1527,199.1µm
net1022,199.05µm
net1409,198.95µm
_10739_,198.85µm
net996,198.59µm
net1616,198.54µm
_05395_,198.39µm
net1385,198.39µm
net30,198.34µm
_05139_,198.29µm
_11019_,197.88µm
_11454_,197.85µm
_05448_,197.73µm
net16,197.37µm
_09819_,197.32µm
net949,197.32µm
_04914_,197.27µm
_06637_,197.17µm
pp_inst.core_inst.reg_fsm_i.data_q\[9\],196.71µm
_04973_,196.66µm
net1453,196.61µm
net17,196.48µm
net1038,196.35µm
net1874,196.3µm
net660,196.25µm
net1876,196.25µm
clknet_6_14_0_clk,196.25µm
_09585_,196.2µm
pp_inst.core_inst.pro_ad,196.2µm
clknet_6_7_0_clk,196.2µm
_09334_,196.15µm
_10705_,196.1µm
_11199_,196.05µm
net12,195.64µm
clknet_6_29_0_clk,195.59µm
net1553,195.49µm
net1390,195.08µm
_11462_,195.03µm
net281,195.03µm
_09516_,194.98µm
_05511_,194.57µm
net946,194.52µm
pp_inst.core_inst.kadd_4_done,194.47µm
_05744_,194.37µm
net1781,194.16µm
_11056_,194.11µm
pp_inst.core_inst.reg_cnt_i.data_q\[2\],194.01µm
_09594_,193.81µm
net1375,193.5µm
_09630_,193.45µm
pp_inst.fifo_data\[36\]\[2\],193.4µm
clknet_6_8_0_clk,193.35µm
_06722_,193.25µm
_09760_,192.89µm
net341,192.84µm
net1608,192.84µm
_09558_,192.74µm
_03875_,192.69µm
_11229_,192.69µm
net419,192.43µm
net527,192.43µm
bdi_eot,192.23µm
pp_inst.core_inst.key_q\[62\],192.18µm
_05639_,192.01µm
net1682,191.82µm
_10855_,191.77µm
net1844,191.72µm
pp_inst.core_inst.key_q\[55\],190.6µm
net466,190.55µm
_09706_,190.43µm
net1024,190.19µm
pp_inst.wr_ptr\[4\],190.09µm
pp_inst.core_inst.key_q\[0\],190.04µm
net1696,189.94µm
net1862,189.94µm
_06018_,189.89µm
net324,189.53µm
net1625,189.53µm
_06393_,189.38µm
_06845_,189.33µm
_09528_,189.33µm
net1045,189.07µm
net178,188.87µm
net390,188.87µm
pp_inst.core_inst.asconp_i.x3\[30\],188.71µm
_09627_,188.41µm
net1005,188.41µm
_05473_,187.8µm
net1865,187.8µm
_05309_,187.75µm
_10447_,187.75µm
key\[6\],187.75µm
_05804_,187.7µm
_11309_,187.7µm
_03468_,187.65µm
_10092_,187.65µm
net1854,187.34µm
net661,187.24µm
_07023_,187.19µm
pp_inst.core_inst.key_q\[25\],187.19µm
net1719,187.19µm
_06754_,187.14µm
net479,186.83µm
net1519,186.68µm
_12089_,186.63µm
_11311_,186.58µm
net1513,186.22µm
net175,186.07µm
_06677_,185.97µm
net1381,185.53µm
_11090_,185.46µm
_11200_,185.36µm
net394,185.3µm
_10805_,185µm
_11254_,184.85µm
net4,184.85µm
_04323_,184.6µm
net313,184.59µm
_05357_,184.54µm
net1771,184.49µm
net1059,184.44µm
_10909_,183.93µm
pp_inst.core_inst.asconp_i.x3\[3\],183.93µm
_09596_,183.88µm
_09557_,183.73µm
net1822,183.73µm
net369,183.57µm
net1801,183.42µm
net295,183.37µm
_12290_,183.05µm
pp_inst.rd_ptr\[1\],182.86µm
net443,182.71µm
net474,182.66µm
pp_inst.fifo_data\[52\]\[2\],182.61µm
_07705_,182.24µm
_09613_,182.2µm
net953,182.2µm
spi_ctrl.tx_busy,182.15µm
_06435_,182.1µm
net1606,181.69µm
clknet_6_17_0_clk,181.69µm
net1046,181.64µm
net1782,181.64µm
_10675_,181.44µm
net1543,181.33µm
net1748,180.98µm
net1667,180.62µm
pp_inst.core_inst.asconp_i.x3\[8\],180.57µm
net1816,180.52µm
_12230_,180.47µm
_12204_,180.42µm
net1545,180.06µm
_12141_,180.01µm
_06050_,179.96µm
_05072_,179.91µm
_11029_,179.76µm
net1791,179.75µm
net1653,179.6µm
_10084_,179.5µm
net374,179.5µm
_12082_,179.45µm
net300,179.45µm
net360,179.4µm
_11047_,179.35µm
net1538,179.35µm
net1020,178.85µm
_06318_,178.74µm
net500,178.43µm
net514,178.33µm
net306,178.28µm
net331,178.13µm
_10142_,177.67µm
_06236_,177.62µm
_11264_,177.62µm
net518,177.62µm
net351,177.26µm
net1547,177.16µm
_12169_,177.06µm
_10193_,177.01µm
_08200_,176.7µm
net1830,176.6µm
_10713_,176.55µm
net1498,176.5µm
net1546,176.5µm
net952,176.09µm
net1347,175.94µm
net1786,175.94µm
net1873,175.94µm
net8,175.68µm
net1609,175.68µm
net508,175.58µm
net15,175.53µm
net107,175.53µm
net1520,175.38µm
net372,175.02µm
_09498_,174.97µm
pp_inst.core_inst.asconp_i.x3\[46\],174.92µm
_05026_,174.46µm
net1638,174.36µm
net1688,174.31µm
net9,174.26µm
_10307_,174.21µm
net608,173.9µm
net1686,173.9µm
net1813,173.75µm
net1684,173.39µm
net461,173.19µm
net1061,173.19µm
spi_ctrl.word_buf\[15\],173.14µm
net1555,173.09µm
net745,172.73µm
_06699_,172.58µm
net670,172.58µm
net333,172.49µm
net482,172.48µm
net429,172.22µm
net453,172.02µm
_10065_,171.71µm
net496,171.71µm
net1818,171.71µm
_10740_,171.66µm
net396,171.66µm
net1842,171.61µm
net1620,171.56µm
_06342_,171.46µm
_08993_,171.46µm
_05037_,171.41µm
net536,171.05µm
_05257_,170.9µm
net1062,170.9µm
_09914_,170.85µm
pp_inst.core_inst.asconp_i.x3\[59\],170.67µm
pp_inst.core_inst.key_q\[64\],170.44µm
net1677,170.39µm
_07538_,170.34µm
net1629,170.18µm
net991,170.03µm
_05710_,169.83µm
spi_ctrl.word_buf\[7\],169.83µm
spi_ctrl.word_buf\[19\],169.78µm
pp_inst.core_inst.pro_msg,169.57µm
_10990_,169.42µm
_09591_,169.32µm
net454,168.96µm
net1838,168.86µm
net14,168.81µm
_10372_,168.76µm
_05579_,168.71µm
pp_inst.core_inst.asconp_i.x3\[27\],168.71µm
_05408_,168.66µm
_11365_,168.66µm
_06511_,168.61µm
_12168_,168.61µm
net1317,168.61µm
key\[5\],168.15µm
pp_inst.core_inst.asconp_i.x3\[50\],168.15µm
_06338_,168.1µm
_07335_,168.1µm
net1407,168.1µm
_04744_,168.05µm
_06228_,168.05µm
net284,167.89µm
net491,167.84µm
net1817,167.79µm
_09679_,167.69µm
key\[0\],167.18µm
net308,167.18µm
net678,167.18µm
net1030,167.13µm
_09924_,167.08µm
net475,167.08µm
clknet_6_23_0_clk,167.08µm
_12081_,167.04µm
spi_ctrl.word_buf\[14\],167.03µm
_04742_,166.98µm
_05055_,166.98µm
_06852_,166.98µm
net1503,166.82µm
net458,166.52µm
_04456_,166.37µm
pp_inst.core_inst.asconp_i.x3\[34\],166.01µm
net309,165.96µm
_11196_,165.91µm
_05337_,165.81µm
_09491_,165.76µm
_10918_,165.31µm
pp_inst.fifo_data\[35\]\[2\],165.3µm
net1531,165.2µm
rx_valid,164.99µm
net675,164.89µm
_06029_,164.84µm
_06138_,164.79µm
_06357_,164.79µm
_04363_,164.64µm
net1534,164.28µm
net285,164.02µm
net1671,163.87µm
net1509,163.77µm
pp_inst.core_inst.reg_fsm_i.data_q\[14\],163.72µm
net450,163.72µm
net385,163.67µm
net1522,163.62µm
_05538_,163.57µm
_07903_,163.52µm
_10251_,163.16µm
_09606_,163.06µm
pp_inst.core_inst.key_q\[3\],163.06µm
pp_inst.flush_buffer,163.06µm
net1879,162.65µm
net1610,162.6µm
